[2021-10-18 12:46:30] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:49:29] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:49:42] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:49:46] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:49:48] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:50:56] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:51:18] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:51:26] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> POST -> [ URL = http://127.0.0.1:8000/livewire/message/richieste-handler, referer = http://127.0.0.1:8000/show-profile?search=matteolambertucci3@gmail.com ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:51:50] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:52:04] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:52:12] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:52:20] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:52:46] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:53:06] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:53:25] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:53:53] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:54:11] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:55:24] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Mobile Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:55:44] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Mobile Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:56:06] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Mobile Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:56:33] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Mobile Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:56:58] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Mobile Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:58:17] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000, referer = null ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: no, logged: no }  
[2021-10-18 12:58:19] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000/login, referer = http://192.168.0.204:8000/ ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: no, logged: no }  
[2021-10-18 12:58:34] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> POST -> [ URL = http://192.168.0.204:8000/form/login-result, referer = http://192.168.0.204:8000/login ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: no, logged: no }  
[2021-10-18 12:58:34] local.INFO: New User-Session started (matteolambertucci3@gmail.com).  
[2021-10-18 12:58:34] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000/feed, referer = http://192.168.0.204:8000/login ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:58:40] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000/reportistica, referer = http://192.168.0.204:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:59:08] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> POST -> [ URL = http://192.168.0.204:8000/livewire/message/users-search, referer = http://192.168.0.204:8000/reportistica ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:59:10] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> POST -> [ URL = http://192.168.0.204:8000/livewire/message/users-search, referer = http://192.168.0.204:8000/reportistica ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:59:24] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000/reportistica, referer = http://192.168.0.204:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:59:26] local.NOTICE: ( 192.168.0.2, Mozilla/5.0 (Linux; Android 11; SM-M307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Mobile Safari/537.36 ) -> GET -> [ URL = http://192.168.0.204:8000/reportistica, referer = http://192.168.0.204:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
[2021-10-18 12:59:29] local.NOTICE: ( 127.0.0.1, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 ) -> GET -> [ URL = http://127.0.0.1:8000/reportistica, referer = http://127.0.0.1:8000/feed ] -> format: html ; lang: it-IT ; connection: keep-alive  { registered: yes, logged: yes }  
